Run,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,Sample_Name,SRA Study,INSDC_center_alias,create_date,version,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,External_Id,Submitter_Id,common_name,Collection_Date,Strain,Isolation_source,specific_host,anonymized_name,COUNTRY,host_status,sub_species,supplier_name,ArrayExpress-SPECIES,Subject_ID,Scientific_Name,Collection_month,Collection_year,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),host_health_state,Isolate,PMID,Region,Tax_ID,Alias,ENA_checklist,SRA_accession,Title,Serovar,selection_source
ERR363272,WGS,GCA_000069185.1,200,523628600,PRJEB2779,SAMEA2070597,270445426,SC,public,"run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",2013-11-04,2018-11-16,ERX336041,Wellcome Sanger Institute,2013-08-27T17:00:51Z,2017-03-08T09:16:21Z,public,Illumina HiSeq 2000,7940210,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. bolletii,ILLUMINA,2014-03-14T00:00:00Z,SAMEA2070597,RHS36-sc-2013-05-15T12:31:42Z-1626677,ERP001039,SC,2014-03-08T04:55:00Z,1,2013-08-27,"2016-10-21,2017-03-08",SAMEA2070597,RHS36-sc-2013-05-15T12:31:42Z-1626677,Mycobacterium abscessus subsp. bolletii,2011,36,respiratory system,Homo sapiens,1626677,United Kingdom,Diseased,bolletii,RHS36,,,,,,,,,,,,,,,,,,,
ERR363273,WGS,GCA_000069185.1,200,529117000,PRJEB2779,SAMEA2071186,273412692,SC,public,"sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",2013-11-04,2018-11-16,ERX336042,Wellcome Sanger Institute,2013-08-27T17:00:51Z,2017-03-08T09:16:21Z,public,Illumina HiSeq 2000,7940222,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. bolletii,ILLUMINA,2014-03-14T00:00:00Z,SAMEA2071186,RHS37-sc-2013-05-15T12:31:43Z-1626678,ERP001039,SC,2014-03-08T04:55:00Z,1,2013-08-27,"2016-10-21,2017-03-08",SAMEA2071186,RHS37-sc-2013-05-15T12:31:43Z-1626678,Mycobacterium abscessus subsp. bolletii,2011,37,respiratory system,Homo sapiens,1626678,United Kingdom,Diseased,bolletii,RHS37,,,,,,,,,,,,,,,,,,,
ERR363274,WGS,GCA_000069185.1,200,558077800,PRJEB2779,SAMEA2070163,283668346,SC,public,run.zq,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2013-11-04,2018-11-16,ERX336043,Wellcome Sanger Institute,2013-08-27T17:00:51Z,2017-03-08T09:16:21Z,public,Illumina HiSeq 2000,7940234,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2014-03-14T00:00:00Z,SAMEA2070163,RHS38-sc-2013-05-15T12:31:44Z-1626679,ERP001039,SC,,,2013-08-27,"2016-10-21,2017-03-08",SAMEA2070163,RHS38-sc-2013-05-15T12:31:44Z-1626679,Mycobacterium abscessus subsp. abscessus,2011,38,respiratory system,Homo sapiens,1626679,United Kingdom,Diseased,abscessus,RHS38,,,,,,,,,,,,,,,,,,,
ERR363275,WGS,GCA_000069185.1,200,562667000,PRJEB2779,SAMEA2070598,285449160,SC,public,"sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2013-11-04,2018-11-16,ERX336044,Wellcome Sanger Institute,2013-08-27T17:00:51Z,2017-03-08T09:16:21Z,public,Illumina HiSeq 2000,7940246,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2014-03-14T00:00:00Z,SAMEA2070598,RHS39-sc-2013-05-15T12:31:45Z-1626680,ERP001039,SC,2014-03-08T04:55:00Z,1,2013-08-27,"2016-10-21,2017-03-08",SAMEA2070598,RHS39-sc-2013-05-15T12:31:45Z-1626680,Mycobacterium abscessus subsp. abscessus,2011,39,respiratory system,Homo sapiens,1626680,United Kingdom,Diseased,abscessus,RHS39,,,,,,,,,,,,,,,,,,,
ERR363276,WGS,GCA_000069185.1,200,547100400,PRJEB2779,SAMEA2071187,278409573,SC,public,"run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2013-11-04,2018-11-16,ERX336045,Wellcome Sanger Institute,2013-08-27T17:00:51Z,2017-03-08T09:16:21Z,public,Illumina HiSeq 2000,7940258,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2014-03-14T00:00:00Z,SAMEA2071187,RHS40-sc-2013-05-15T12:31:46Z-1626681,ERP001039,SC,2014-03-08T04:56:00Z,1,2013-08-27,"2016-10-21,2017-03-08",SAMEA2071187,RHS40-sc-2013-05-15T12:31:46Z-1626681,Mycobacterium abscessus subsp. abscessus,2011,40,respiratory system,Homo sapiens,1626681,United Kingdom,Diseased,abscessus,RHS40,,,,,,,,,,,,,,,,,,,
ERR363277,WGS,GCA_000069185.1,200,135646200,PRJEB2779,SAMEA2070164,69379186,SC,public,"run.zq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2013-11-04,2018-11-16,ERX336046,Wellcome Sanger Institute,2013-08-27T17:00:51Z,2017-03-08T09:16:21Z,public,Illumina HiSeq 2000,7940175,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2014-03-14T00:00:00Z,SAMEA2070164,RHS41-sc-2013-05-15T12:31:47Z-1626682,ERP001039,SC,2014-03-08T04:55:00Z,1,2013-08-27,"2016-10-21,2017-03-08",SAMEA2070164,RHS41-sc-2013-05-15T12:31:47Z-1626682,Mycobacterium abscessus subsp. abscessus,2011,41,respiratory system,Homo sapiens,1626682,United Kingdom,Diseased,abscessus,RHS41,,,,,,,,,,,,,,,,,,,
ERR363278,WGS,GCA_000069185.1,200,441314800,PRJEB2779,SAMEA2070599,232343164,SC,public,"sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2013-11-04,2018-11-16,ERX336047,Wellcome Sanger Institute,2013-08-27T17:00:51Z,2017-03-08T09:16:21Z,public,Illumina HiSeq 2000,7940187,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2014-03-14T00:00:00Z,SAMEA2070599,RHS42-sc-2013-05-15T12:31:48Z-1626683,ERP001039,SC,2014-03-08T04:57:00Z,1,2013-08-27,"2016-10-21,2017-03-08",SAMEA2070599,RHS42-sc-2013-05-15T12:31:48Z-1626683,Mycobacterium abscessus subsp. abscessus,2011,42,respiratory system,Homo sapiens,1626683,United Kingdom,Diseased,abscessus,RHS42,,,,,,,,,,,,,,,,,,,
ERR363279,WGS,GCA_000069185.1,200,479101400,PRJEB2779,SAMEA2071188,234233308,SC,public,"run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",2013-11-04,2018-11-16,ERX336048,Wellcome Sanger Institute,2013-08-27T17:00:51Z,2017-03-08T09:16:21Z,public,Illumina HiSeq 2000,7940199,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2014-03-14T00:00:00Z,SAMEA2071188,RHS43-sc-2013-05-15T12:31:49Z-1626684,ERP001039,SC,2014-03-08T04:58:00Z,1,2013-08-27,"2016-10-21,2017-03-08",SAMEA2071188,RHS43-sc-2013-05-15T12:31:49Z-1626684,Mycobacterium abscessus subsp. abscessus,2011,43,respiratory system,Homo sapiens,1626684,United Kingdom,Diseased,abscessus,RHS43,,,,,,,,,,,,,,,,,,,
ERR363280,WGS,GCA_000069185.1,200,493028400,PRJEB2779,SAMEA2070165,241108466,SC,public,"sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2013-11-04,2018-11-16,ERX336049,Wellcome Sanger Institute,2013-08-27T17:00:51Z,2017-03-08T09:16:21Z,public,Illumina HiSeq 2000,7940211,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2014-03-14T00:00:00Z,SAMEA2070165,RHS44-sc-2013-05-15T12:31:51Z-1626685,ERP001039,SC,2014-03-08T04:58:00Z,1,2013-08-27,"2016-10-21,2017-03-08",SAMEA2070165,RHS44-sc-2013-05-15T12:31:51Z-1626685,Mycobacterium abscessus subsp. abscessus,2011,44,respiratory system,Homo sapiens,1626685,United Kingdom,Diseased,abscessus,RHS44,,,,,,,,,,,,,,,,,,,
ERR363281,WGS,GCA_000069185.1,200,540259800,PRJEB2779,SAMEA2070600,263733231,SC,public,"run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",2013-11-04,2018-11-16,ERX336050,Wellcome Sanger Institute,2013-08-27T17:00:51Z,2017-03-08T09:16:21Z,public,Illumina HiSeq 2000,7940223,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2014-03-14T00:00:00Z,SAMEA2070600,RHS45-sc-2013-05-15T12:31:52Z-1626686,ERP001039,SC,2014-03-08T04:58:00Z,1,2013-08-27,"2016-10-21,2017-03-08",SAMEA2070600,RHS45-sc-2013-05-15T12:31:52Z-1626686,Mycobacterium abscessus subsp. abscessus,2011,45,respiratory system,Homo sapiens,1626686,United Kingdom,Diseased,abscessus,RHS45,,,,,,,,,,,,,,,,,,,
ERR363282,WGS,GCA_000069185.1,200,518055400,PRJEB2779,SAMEA2071189,247109636,SC,public,"sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",2013-11-04,2018-11-16,ERX336051,Wellcome Sanger Institute,2013-08-27T17:00:51Z,2017-03-08T09:16:22Z,public,Illumina HiSeq 2000,7940235,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2014-03-14T00:00:00Z,SAMEA2071189,RHS46-sc-2013-05-15T12:31:53Z-1626687,ERP001039,SC,2014-03-08T04:58:00Z,1,2013-08-27,"2016-10-21,2017-03-08",SAMEA2071189,RHS46-sc-2013-05-15T12:31:53Z-1626687,Mycobacterium abscessus subsp. abscessus,2011,46,respiratory system,Homo sapiens,1626687,United Kingdom,Diseased,abscessus,RHS46,,,,,,,,,,,,,,,,,,,
ERR363283,WGS,GCA_000069185.1,200,530892800,PRJEB2779,SAMEA2070166,253714919,SC,public,"run.zq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",2013-11-04,2018-11-16,ERX336052,Wellcome Sanger Institute,2013-08-27T17:00:51Z,2017-03-08T09:16:22Z,public,Illumina HiSeq 2000,7940247,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2014-03-14T00:00:00Z,SAMEA2070166,RHS47-sc-2013-05-15T12:31:54Z-1626688,ERP001039,SC,2014-03-08T04:58:00Z,1,2013-08-27,"2016-10-21,2017-03-08",SAMEA2070166,RHS47-sc-2013-05-15T12:31:54Z-1626688,Mycobacterium abscessus subsp. abscessus,2011,47,respiratory system,Homo sapiens,1626688,United Kingdom,Diseased,abscessus,RHS47,,,,,,,,,,,,,,,,,,,
ERR363284,WGS,GCA_000069185.1,200,447000,PRJEB2779,SAMEA2070695,478177,SC,public,"sra,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2013-11-04,2018-11-16,ERX336053,Wellcome Sanger Institute,2013-08-27T17:00:51Z,2018-03-09T10:13:44Z,public,Illumina HiSeq 2000,7940259,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2014-03-14T00:00:00Z,SAMEA2070695,RHS48-sc-2013-05-15T12:31:55Z-1626689,ERP001039,SC,2014-03-08T04:55:00Z,1,2013-08-27,2018-03-09,SAMEA2070695,RHS48-sc-2013-05-15T12:31:55Z-1626689,,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR363285,WGS,GCA_000069185.1,200,478865200,PRJEB2779,SAMEA2071190,229459958,SC,public,"sra,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",2013-11-04,2018-11-16,ERX336054,Wellcome Sanger Institute,2013-08-27T17:00:51Z,2017-03-08T09:16:22Z,public,Illumina HiSeq 2000,7940176,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2014-03-14T00:00:00Z,SAMEA2071190,RHS49-sc-2013-05-15T12:31:57Z-1626690,ERP001039,SC,2014-03-08T04:58:00Z,1,2013-08-27,"2016-10-21,2017-03-08",SAMEA2071190,RHS49-sc-2013-05-15T12:31:57Z-1626690,Mycobacterium abscessus subsp. abscessus,2011,49,respiratory system,Homo sapiens,1626690,United Kingdom,Diseased,abscessus,RHS49,,,,,,,,,,,,,,,,,,,
ERR363286,WGS,GCA_000069185.1,200,501602200,PRJEB2779,SAMEA2070167,240182680,SC,public,"run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",2013-11-04,2018-11-16,ERX336055,Wellcome Sanger Institute,2013-08-27T17:00:51Z,2017-03-08T09:16:22Z,public,Illumina HiSeq 2000,7940188,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2014-03-14T00:00:00Z,SAMEA2070167,RHS50-sc-2013-05-15T12:31:58Z-1626691,ERP001039,SC,2014-03-08T04:58:00Z,1,2013-08-27,"2016-10-21,2017-03-08",SAMEA2070167,RHS50-sc-2013-05-15T12:31:58Z-1626691,Mycobacterium abscessus subsp. abscessus,2011,50,respiratory system,Homo sapiens,1626691,United Kingdom,Diseased,abscessus,RHS50,,,,,,,,,,,,,,,,,,,
ERR363287,WGS,GCA_000069185.1,200,509136400,PRJEB2779,SAMEA2070696,243931431,SC,public,"sra,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2013-11-04,2018-11-16,ERX336056,Wellcome Sanger Institute,2013-08-27T17:00:51Z,2017-03-08T09:16:22Z,public,Illumina HiSeq 2000,7940200,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2014-03-14T00:00:00Z,SAMEA2070696,RHS51-sc-2013-05-15T12:32:00Z-1626692,ERP001039,SC,2014-03-08T04:59:00Z,1,2013-08-27,"2016-10-21,2017-03-08",SAMEA2070696,RHS51-sc-2013-05-15T12:32:00Z-1626692,Mycobacterium abscessus subsp. abscessus,2011,51,respiratory system,Homo sapiens,1626692,United Kingdom,Diseased,abscessus,RHS51,,,,,,,,,,,,,,,,,,,
ERR363288,WGS,GCA_000069185.1,200,695169200,PRJEB2779,SAMEA2071191,332585234,SC,public,"run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",2013-11-04,2018-11-16,ERX336057,Wellcome Sanger Institute,2013-08-27T17:00:51Z,2017-03-08T09:16:22Z,public,Illumina HiSeq 2000,7940212,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2014-03-14T00:00:00Z,SAMEA2071191,RHS52-sc-2013-05-15T12:32:01Z-1626693,ERP001039,SC,2014-03-08T05:02:00Z,1,2013-08-27,"2016-10-21,2017-03-08",SAMEA2071191,RHS52-sc-2013-05-15T12:32:01Z-1626693,Mycobacterium abscessus subsp. abscessus,2010,52,respiratory system,Homo sapiens,1626693,United Kingdom,Diseased,abscessus,RHS52,,,,,,,,,,,,,,,,,,,
ERR363289,WGS,GCA_000069185.1,200,115588600,PRJEB2779,SAMEA2070285,55569510,SC,public,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2013-11-04,2018-11-16,ERX336058,Wellcome Sanger Institute,2013-08-27T17:00:51Z,2017-03-08T09:16:22Z,public,Illumina HiSeq 2000,7940224,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2014-03-14T00:00:00Z,SAMEA2070285,RHS53-sc-2013-05-15T12:32:02Z-1626694,ERP001039,SC,2014-03-08T04:59:00Z,1,2013-08-27,"2016-10-21,2017-03-08",SAMEA2070285,RHS53-sc-2013-05-15T12:32:02Z-1626694,Mycobacterium abscessus subsp. abscessus,2010,53,respiratory system,Homo sapiens,1626694,United Kingdom,Diseased,abscessus,RHS53,,,,,,,,,,,,,,,,,,,
ERR363290,WGS,GCA_000069185.1,200,553095400,PRJEB2779,SAMEA2070697,262631046,SC,public,"sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",2013-11-04,2018-11-16,ERX336059,Wellcome Sanger Institute,2013-08-27T17:00:51Z,2017-03-08T09:16:22Z,public,Illumina HiSeq 2000,7940236,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2014-03-14T00:00:00Z,SAMEA2070697,RHS54-sc-2013-05-15T12:32:04Z-1626695,ERP001039,SC,2014-03-08T05:01:00Z,1,2013-08-27,"2016-10-21,2017-03-08",SAMEA2070697,RHS54-sc-2013-05-15T12:32:04Z-1626695,Mycobacterium abscessus subsp. abscessus,2011,54,respiratory system,Homo sapiens,1626695,United Kingdom,Diseased,abscessus,RHS54,,,,,,,,,,,,,,,,,,,
ERR363291,WGS,GCA_000069185.1,200,225319600,PRJEB2779,SAMEA2071192,107798956,SC,public,"run.zq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",2013-11-04,2018-11-16,ERX336060,Wellcome Sanger Institute,2013-08-27T17:00:51Z,2017-03-08T09:16:22Z,public,Illumina HiSeq 2000,7940248,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2014-03-14T00:00:00Z,SAMEA2071192,RHS55-sc-2013-05-15T12:32:05Z-1626696,ERP001039,SC,2014-03-08T04:59:00Z,1,2013-08-27,"2016-10-21,2017-03-08",SAMEA2071192,RHS55-sc-2013-05-15T12:32:05Z-1626696,Mycobacterium abscessus subsp. abscessus,2011,55,respiratory system,Homo sapiens,1626696,United Kingdom,Diseased,abscessus,RHS55,,,,,,,,,,,,,,,,,,,
ERR363292,WGS,GCA_000069185.1,200,524671800,PRJEB2779,SAMEA2070286,251558692,SC,public,"sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2013-11-04,2018-11-16,ERX336061,Wellcome Sanger Institute,2013-08-27T17:00:51Z,2017-03-08T09:16:22Z,public,Illumina HiSeq 2000,7940260,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2014-03-14T00:00:00Z,SAMEA2070286,RHS56-sc-2013-05-15T12:32:06Z-1626697,ERP001039,SC,2014-03-08T05:01:00Z,1,2013-08-27,"2016-10-21,2017-03-08",SAMEA2070286,RHS56-sc-2013-05-15T12:32:06Z-1626697,Mycobacterium abscessus subsp. abscessus,2011,56,respiratory system,Homo sapiens,1626697,United Kingdom,Diseased,abscessus,RHS56,,,,,,,,,,,,,,,,,,,
ERR363293,WGS,GCA_000069185.1,200,545684200,PRJEB2779,SAMEA2070698,307802652,SC,public,"sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2013-11-04,2018-11-16,ERX336062,Wellcome Sanger Institute,2013-08-27T17:00:51Z,2017-03-08T09:16:22Z,public,Illumina HiSeq 2000,7940177,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2014-03-14T00:00:00Z,SAMEA2070698,RHS57-sc-2013-05-15T12:32:07Z-1626698,ERP001039,SC,2014-03-08T05:02:00Z,1,2013-08-27,"2016-10-21,2017-03-08",SAMEA2070698,RHS57-sc-2013-05-15T12:32:07Z-1626698,Mycobacterium abscessus subsp. abscessus,2011,57,respiratory system,Homo sapiens,1626698,United Kingdom,Diseased,abscessus,RHS57,,,,,,,,,,,,,,,,,,,
ERR363294,WGS,GCA_000069185.1,200,497424800,PRJEB2779,SAMEA2071193,260215987,SC,public,"sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2013-11-04,2018-11-16,ERX336063,Wellcome Sanger Institute,2013-08-27T17:00:51Z,2017-03-08T09:16:22Z,public,Illumina HiSeq 2000,7940189,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. massiliense,ILLUMINA,2014-03-14T00:00:00Z,SAMEA2071193,RHS58-sc-2013-05-15T12:32:08Z-1626699,ERP001039,SC,2014-03-08T05:02:00Z,1,2013-08-27,"2016-10-21,2017-03-08",SAMEA2071193,RHS58-sc-2013-05-15T12:32:08Z-1626699,Mycobacterium abscessus subsp. massiliense,2011,58,respiratory system,Homo sapiens,1626699,United Kingdom,Diseased,massiliense,RHS58,,,,,,,,,,,,,,,,,,,
ERR363295,WGS,GCA_000069185.1,200,532257400,PRJEB2779,SAMEA2070287,277147115,SC,public,"run.zq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",2013-11-04,2018-11-16,ERX336064,Wellcome Sanger Institute,2013-08-27T17:00:51Z,2017-03-08T09:16:22Z,public,Illumina HiSeq 2000,7940201,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. massiliense,ILLUMINA,2014-03-14T00:00:00Z,SAMEA2070287,RHS59-sc-2013-05-15T12:32:09Z-1626700,ERP001039,SC,2014-03-08T05:02:00Z,1,2013-08-27,"2016-10-21,2017-03-08",SAMEA2070287,RHS59-sc-2013-05-15T12:32:09Z-1626700,Mycobacterium abscessus subsp. massiliense,2009,59,respiratory system,Homo sapiens,1626700,United Kingdom,Diseased,massiliense,RHS59,,,,,,,,,,,,,,,,,,,
ERR363296,WGS,GCA_000069185.1,200,521459600,PRJEB2779,SAMEA2070699,271846342,SC,public,"sra,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2013-11-04,2018-11-16,ERX336065,Wellcome Sanger Institute,2013-08-27T17:00:51Z,2017-03-08T09:16:22Z,public,Illumina HiSeq 2000,7940213,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. massiliense,ILLUMINA,2014-03-14T00:00:00Z,SAMEA2070699,RHS60-sc-2013-05-15T12:32:10Z-1626701,ERP001039,SC,2014-03-08T05:04:00Z,1,2013-08-27,"2016-10-21,2017-03-08",SAMEA2070699,RHS60-sc-2013-05-15T12:32:10Z-1626701,Mycobacterium abscessus subsp. massiliense,2011,60,respiratory system,Homo sapiens,1626701,United Kingdom,Diseased,massiliense,RHS60,,,,,,,,,,,,,,,,,,,
ERR363297,WGS,GCA_000069185.1,200,141738600,PRJEB2779,SAMEA2071194,69473588,SC,public,"run.zq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2013-11-04,2018-11-16,ERX336066,Wellcome Sanger Institute,2013-08-27T17:00:51Z,2017-03-08T09:16:22Z,public,Illumina HiSeq 2000,7940225,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2014-03-14T00:00:00Z,SAMEA2071194,RHS61-sc-2013-05-15T12:32:11Z-1626702,ERP001039,SC,2014-03-08T05:02:00Z,1,2013-08-27,"2016-10-21,2017-03-08",SAMEA2071194,RHS61-sc-2013-05-15T12:32:11Z-1626702,Mycobacterium abscessus subsp. abscessus,2011,61,respiratory system,Homo sapiens,1626702,United Kingdom,Diseased,abscessus,RHS61,,,,,,,,,,,,,,,,,,,
ERR363298,WGS,GCA_000069185.1,200,566157200,PRJEB2779,SAMEA2070288,270735623,SC,public,"sra,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",2013-11-04,2018-11-16,ERX336067,Wellcome Sanger Institute,2013-08-27T17:00:51Z,2017-03-08T09:16:22Z,public,Illumina HiSeq 2000,7940237,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2014-03-14T00:00:00Z,SAMEA2070288,RHS62-sc-2013-05-15T12:32:12Z-1626703,ERP001039,SC,2014-03-08T05:04:00Z,1,2013-08-27,"2016-10-21,2017-03-08",SAMEA2070288,RHS62-sc-2013-05-15T12:32:12Z-1626703,Mycobacterium abscessus subsp. abscessus,2011,62,respiratory system,Homo sapiens,1626703,United Kingdom,Diseased,abscessus,RHS62,,,,,,,,,,,,,,,,,,,
ERR363299,WGS,GCA_000069185.1,200,535795200,PRJEB2779,SAMEA2070700,255786549,SC,public,"run.zq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",2013-11-04,2018-11-16,ERX336068,Wellcome Sanger Institute,2013-08-27T17:00:51Z,2017-03-08T09:16:22Z,public,Illumina HiSeq 2000,7940249,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2014-03-14T00:00:00Z,SAMEA2070700,RHS63-sc-2013-05-15T12:32:13Z-1626704,ERP001039,SC,2014-03-08T05:05:00Z,1,2013-08-27,"2016-10-21,2017-03-08",SAMEA2070700,RHS63-sc-2013-05-15T12:32:13Z-1626704,Mycobacterium abscessus subsp. abscessus,2011,63,respiratory system,Homo sapiens,1626704,United Kingdom,Diseased,abscessus,RHS63,,,,,,,,,,,,,,,,,,,
ERR363300,WGS,GCA_000069185.1,200,529141600,PRJEB2779,SAMEA1964620,253034083,SC,public,"sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2013-11-04,2018-11-16,ERX336069,Wellcome Sanger Institute,2013-08-27T17:00:51Z,2017-03-08T09:16:22Z,public,Illumina HiSeq 2000,7940261,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2014-03-14T00:00:00Z,SAMEA1964620,RHS64-sc-2013-05-15T12:32:15Z-1626705,ERP001039,SC,2014-03-08T05:05:00Z,1,2013-08-27,"2016-10-21,2017-03-08",SAMEA1964620,RHS64-sc-2013-05-15T12:32:15Z-1626705,Mycobacterium abscessus subsp. abscessus,2011,64,respiratory system,Homo sapiens,1626705,United Kingdom,Diseased,abscessus,RHS64,,,,,,,,,,,,,,,,,,,
ERR363301,WGS,GCA_000069185.1,200,536227200,PRJEB2779,SAMEA2070289,256440869,SC,public,"sra,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",2013-11-04,2018-11-16,ERX336070,Wellcome Sanger Institute,2013-08-27T17:00:51Z,2017-03-08T09:16:22Z,public,Illumina HiSeq 2000,7940178,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2014-03-14T00:00:00Z,SAMEA2070289,RHS65-sc-2013-05-15T12:32:16Z-1626706,ERP001039,SC,2014-03-08T05:05:00Z,1,2013-08-27,"2016-10-21,2017-03-08",SAMEA2070289,RHS65-sc-2013-05-15T12:32:16Z-1626706,Mycobacterium abscessus subsp. abscessus,2011,65,respiratory system,Homo sapiens,1626706,United Kingdom,Diseased,abscessus,RHS65,,,,,,,,,,,,,,,,,,,
